label,nine_partition_label,three_partition_label,url,url_alphanum
scleroderma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4525,httpwwwatlasdermatologicocombrimgimageId4525.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=539,httpwwwatlasdermatologicocombrimgimageId539.jpg
tuberous sclerosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7618,httpwwwatlasdermatologicocombrimgimageId7618.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6308,httpwwwatlasdermatologicocombrimgimageId6308.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8820,httpwwwatlasdermatologicocombrimgimageId8820.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6402,httpwwwatlasdermatologicocombrimgimageId6402.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5089,httpwwwatlasdermatologicocombrimgimageId5089.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8385,httpwwwatlasdermatologicocombrimgimageId8385.jpg
syringoma,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=7113,httpwwwatlasdermatologicocombrimgimageId7113.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8433,httpwwwatlasdermatologicocombrimgimageId8433.jpg
mycosis fungoides,malignant cutaneous lymphoma,malignant,http://atlasdermatologico.com.br/img?imageId=8663,httpwwwatlasdermatologicocombrimgimageId8663.jpg
pityriasis rosea,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5617,httpwwwatlasdermatologicocombrimgimageId5617.jpg
melanoma,malignant melanoma,malignant,http://atlasdermatologico.com.br/img?imageId=4311,httpwwwatlasdermatologicocombrimgimageId4311.jpg
mycosis fungoides,malignant cutaneous lymphoma,malignant,http://atlasdermatologico.com.br/img?imageId=8665,httpwwwatlasdermatologicocombrimgimageId8665.jpg
prurigo nodularis,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=6082,httpwwwatlasdermatologicocombrimgimageId6082.jpg
tungiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7664,httpwwwatlasdermatologicocombrimgimageId7664.jpg
lichen amyloidosis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8762,httpwwwatlasdermatologicocombrimgimageId8762.jpg
necrobiosis lipoidica,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4744,httpwwwatlasdermatologicocombrimgimageId4744.jpg
syringoma,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=7123,httpwwwatlasdermatologicocombrimgimageId7123.jpg
scleroderma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4515,httpwwwatlasdermatologicocombrimgimageId4515.jpg
behcets disease,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8634,httpwwwatlasdermatologicocombrimgimageId8634.jpg
scabies,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8797,httpwwwatlasdermatologicocombrimgimageId8797.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6936,httpwwwatlasdermatologicocombrimgimageId6936.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=731,httpwwwatlasdermatologicocombrimgimageId731.jpg
melanoma,malignant melanoma,malignant,http://atlasdermatologico.com.br/img?imageId=4275,httpwwwatlasdermatologicocombrimgimageId4275.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4117,httpwwwatlasdermatologicocombrimgimageId4117.jpg
pityriasis rosea,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5606,httpwwwatlasdermatologicocombrimgimageId5606.jpg
pityriasis rosea,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5551,httpwwwatlasdermatologicocombrimgimageId5551.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=670,httpwwwatlasdermatologicocombrimgimageId670.jpg
sarcoidosis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6547,httpwwwatlasdermatologicocombrimgimageId6547.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=673,httpwwwatlasdermatologicocombrimgimageId673.jpg
actinic keratosis,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=3083,httpwwwatlasdermatologicocombrimgimageId3083.jpg
fixed eruptions,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2093,httpwwwatlasdermatologicocombrimgimageId2093.jpg
porokeratosis actinic,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=5953,httpwwwatlasdermatologicocombrimgimageId5953.jpg
porokeratosis actinic,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=5973,httpwwwatlasdermatologicocombrimgimageId5973.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5072,httpwwwatlasdermatologicocombrimgimageId5072.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=588,httpwwwatlasdermatologicocombrimgimageId588.jpg
acanthosis nigricans,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1496,httpwwwatlasdermatologicocombrimgimageId1496.jpg
neurofibromatosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8548,httpwwwatlasdermatologicocombrimgimageId8548.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=6826,httpwwwatlasdermatologicocombrimgimageId6826.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3793,httpwwwatlasdermatologicocombrimgimageId3793.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6406,httpwwwatlasdermatologicocombrimgimageId6406.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3165,httpwwwatlasdermatologicocombrimgimageId3165.jpg
granuloma pyogenic,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=2334,httpwwwatlasdermatologicocombrimgimageId2334.jpg
naevus comedonicus,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=4667,httpwwwatlasdermatologicocombrimgimageId4667.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3143,httpwwwatlasdermatologicocombrimgimageId3143.jpg
hailey hailey disease,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2380,httpwwwatlasdermatologicocombrimgimageId2380.jpg
pilar cyst,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=6078,httpwwwatlasdermatologicocombrimgimageId6078.jpg
scleroderma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4030,httpwwwatlasdermatologicocombrimgimageId4030.jpg
neurofibromatosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4788,httpwwwatlasdermatologicocombrimgimageId4788.jpg
pityriasis rosea,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5583,httpwwwatlasdermatologicocombrimgimageId5583.jpg
erythema nodosum,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1987,httpwwwatlasdermatologicocombrimgimageId1987.jpg
melanoma,malignant melanoma,malignant,http://atlasdermatologico.com.br/img?imageId=4270,httpwwwatlasdermatologicocombrimgimageId4270.jpg
granuloma annulare,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2287,httpwwwatlasdermatologicocombrimgimageId2287.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5719,httpwwwatlasdermatologicocombrimgimageId5719.jpg
acrodermatitis enteropathica,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=92,httpwwwatlasdermatologicocombrimgimageId92.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=2982,httpwwwatlasdermatologicocombrimgimageId2982.jpg
acrodermatitis enteropathica,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=115,httpwwwatlasdermatologicocombrimgimageId115.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=691,httpwwwatlasdermatologicocombrimgimageId691.jpg
urticaria,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7804,httpwwwatlasdermatologicocombrimgimageId7804.jpg
seborrheic dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6690,httpwwwatlasdermatologicocombrimgimageId6690.jpg
dariers disease,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8592,httpwwwatlasdermatologicocombrimgimageId8592.jpg
langerhans cell histiocytosis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3137,httpwwwatlasdermatologicocombrimgimageId3137.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=6799,httpwwwatlasdermatologicocombrimgimageId6799.jpg
photodermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8770,httpwwwatlasdermatologicocombrimgimageId8770.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5763,httpwwwatlasdermatologicocombrimgimageId5763.jpg
tuberous sclerosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7617,httpwwwatlasdermatologicocombrimgimageId7617.jpg
syringoma,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=7135,httpwwwatlasdermatologicocombrimgimageId7135.jpg
ehlers danlos syndrome,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1613,httpwwwatlasdermatologicocombrimgimageId1613.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6923,httpwwwatlasdermatologicocombrimgimageId6923.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=2992,httpwwwatlasdermatologicocombrimgimageId2992.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3794,httpwwwatlasdermatologicocombrimgimageId3794.jpg
mucous cyst,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=4552,httpwwwatlasdermatologicocombrimgimageId4552.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8434,httpwwwatlasdermatologicocombrimgimageId8434.jpg
porokeratosis of mibelli,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=6012,httpwwwatlasdermatologicocombrimgimageId6012.jpg
ichthyosis vulgaris,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2756,httpwwwatlasdermatologicocombrimgimageId2756.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=537,httpwwwatlasdermatologicocombrimgimageId537.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1158,httpwwwatlasdermatologicocombrimgimageId1158.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=6678,httpwwwatlasdermatologicocombrimgimageId6678.jpg
porphyria,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6032,httpwwwatlasdermatologicocombrimgimageId6032.jpg
folliculitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2157,httpwwwatlasdermatologicocombrimgimageId2157.jpg
tungiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7667,httpwwwatlasdermatologicocombrimgimageId7667.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=3014,httpwwwatlasdermatologicocombrimgimageId3014.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3769,httpwwwatlasdermatologicocombrimgimageId3769.jpg
urticaria,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7799,httpwwwatlasdermatologicocombrimgimageId7799.jpg
cheilitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4334,httpwwwatlasdermatologicocombrimgimageId4334.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6287,httpwwwatlasdermatologicocombrimgimageId6287.jpg
tungiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7690,httpwwwatlasdermatologicocombrimgimageId7690.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4115,httpwwwatlasdermatologicocombrimgimageId4115.jpg
photodermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8772,httpwwwatlasdermatologicocombrimgimageId8772.jpg
folliculitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2109,httpwwwatlasdermatologicocombrimgimageId2109.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=728,httpwwwatlasdermatologicocombrimgimageId728.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6275,httpwwwatlasdermatologicocombrimgimageId6275.jpg
lichen simplex,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3991,httpwwwatlasdermatologicocombrimgimageId3991.jpg
scabies,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4912,httpwwwatlasdermatologicocombrimgimageId4912.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5682,httpwwwatlasdermatologicocombrimgimageId5682.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=684,httpwwwatlasdermatologicocombrimgimageId684.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4113,httpwwwatlasdermatologicocombrimgimageId4113.jpg
erythema elevatum diutinum,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1921,httpwwwatlasdermatologicocombrimgimageId1921.jpg
necrobiosis lipoidica,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4761,httpwwwatlasdermatologicocombrimgimageId4761.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6905,httpwwwatlasdermatologicocombrimgimageId6905.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=723,httpwwwatlasdermatologicocombrimgimageId723.jpg
scabies,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4900,httpwwwatlasdermatologicocombrimgimageId4900.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=930,httpwwwatlasdermatologicocombrimgimageId930.jpg
granuloma annulare,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2280,httpwwwatlasdermatologicocombrimgimageId2280.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=752,httpwwwatlasdermatologicocombrimgimageId752.jpg
perioral dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5399,httpwwwatlasdermatologicocombrimgimageId5399.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3152,httpwwwatlasdermatologicocombrimgimageId3152.jpg
mycosis fungoides,malignant cutaneous lymphoma,malignant,http://atlasdermatologico.com.br/img?imageId=8414,httpwwwatlasdermatologicocombrimgimageId8414.jpg
porokeratosis actinic,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=8607,httpwwwatlasdermatologicocombrimgimageId8607.jpg
lichen amyloidosis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3685,httpwwwatlasdermatologicocombrimgimageId3685.jpg
photodermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5444,httpwwwatlasdermatologicocombrimgimageId5444.jpg
porokeratosis actinic,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=5919,httpwwwatlasdermatologicocombrimgimageId5919.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5058,httpwwwatlasdermatologicocombrimgimageId5058.jpg
dyshidrotic eczema,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1550,httpwwwatlasdermatologicocombrimgimageId1550.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4110,httpwwwatlasdermatologicocombrimgimageId4110.jpg
tuberous sclerosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7600,httpwwwatlasdermatologicocombrimgimageId7600.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6328,httpwwwatlasdermatologicocombrimgimageId6328.jpg
erythema elevatum diutinum,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1933,httpwwwatlasdermatologicocombrimgimageId1933.jpg
folliculitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6165,httpwwwatlasdermatologicocombrimgimageId6165.jpg
pityriasis lichenoides chronica,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5508,httpwwwatlasdermatologicocombrimgimageId5508.jpg
naevus comedonicus,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=4661,httpwwwatlasdermatologicocombrimgimageId4661.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=6777,httpwwwatlasdermatologicocombrimgimageId6777.jpg
hailey hailey disease,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2426,httpwwwatlasdermatologicocombrimgimageId2426.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=583,httpwwwatlasdermatologicocombrimgimageId583.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5727,httpwwwatlasdermatologicocombrimgimageId5727.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=6857,httpwwwatlasdermatologicocombrimgimageId6857.jpg
myiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4625,httpwwwatlasdermatologicocombrimgimageId4625.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=525,httpwwwatlasdermatologicocombrimgimageId525.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=751,httpwwwatlasdermatologicocombrimgimageId751.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5757,httpwwwatlasdermatologicocombrimgimageId5757.jpg
porphyria,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6029,httpwwwatlasdermatologicocombrimgimageId6029.jpg
aplasia cutis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=403,httpwwwatlasdermatologicocombrimgimageId403.jpg
ehlers danlos syndrome,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1623,httpwwwatlasdermatologicocombrimgimageId1623.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=3026,httpwwwatlasdermatologicocombrimgimageId3026.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5664,httpwwwatlasdermatologicocombrimgimageId5664.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3218,httpwwwatlasdermatologicocombrimgimageId3218.jpg
erythema multiforme,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1965,httpwwwatlasdermatologicocombrimgimageId1965.jpg
allergic contact dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1167,httpwwwatlasdermatologicocombrimgimageId1167.jpg
tuberous sclerosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7629,httpwwwatlasdermatologicocombrimgimageId7629.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3148,httpwwwatlasdermatologicocombrimgimageId3148.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=8882,httpwwwatlasdermatologicocombrimgimageId8882.jpg
kaposi sarcoma,malignant dermal,malignant,http://atlasdermatologico.com.br/img?imageId=2944,httpwwwatlasdermatologicocombrimgimageId2944.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3797,httpwwwatlasdermatologicocombrimgimageId3797.jpg
milia,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=4351,httpwwwatlasdermatologicocombrimgimageId4351.jpg
papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5071,httpwwwatlasdermatologicocombrimgimageId5071.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6238,httpwwwatlasdermatologicocombrimgimageId6238.jpg
sarcoidosis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6548,httpwwwatlasdermatologicocombrimgimageId6548.jpg
lupus erythematosus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4085,httpwwwatlasdermatologicocombrimgimageId4085.jpg
neurofibromatosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4778,httpwwwatlasdermatologicocombrimgimageId4778.jpg
nematode infection,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3199,httpwwwatlasdermatologicocombrimgimageId3199.jpg
porokeratosis of mibelli,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=6006,httpwwwatlasdermatologicocombrimgimageId6006.jpg
hidradenitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2655,httpwwwatlasdermatologicocombrimgimageId2655.jpg
xeroderma pigmentosum,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8147,httpwwwatlasdermatologicocombrimgimageId8147.jpg
pityriasis rosea,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5592,httpwwwatlasdermatologicocombrimgimageId5592.jpg
seborrheic dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6719,httpwwwatlasdermatologicocombrimgimageId6719.jpg
fordyce spots,benign dermal,benign,http://atlasdermatologico.com.br/img?imageId=5135,httpwwwatlasdermatologicocombrimgimageId5135.jpg
keloid,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2961,httpwwwatlasdermatologicocombrimgimageId2961.jpg
neutrophilic dermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1573,httpwwwatlasdermatologicocombrimgimageId1573.jpg
juvenile xanthogranuloma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=8083,httpwwwatlasdermatologicocombrimgimageId8083.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=517,httpwwwatlasdermatologicocombrimgimageId517.jpg
tungiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7699,httpwwwatlasdermatologicocombrimgimageId7699.jpg
psoriasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6279,httpwwwatlasdermatologicocombrimgimageId6279.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=750,httpwwwatlasdermatologicocombrimgimageId750.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=521,httpwwwatlasdermatologicocombrimgimageId521.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=2981,httpwwwatlasdermatologicocombrimgimageId2981.jpg
pityriasis lichenoides chronica,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5516,httpwwwatlasdermatologicocombrimgimageId5516.jpg
hailey hailey disease,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2400,httpwwwatlasdermatologicocombrimgimageId2400.jpg
keratosis pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3051,httpwwwatlasdermatologicocombrimgimageId3051.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=565,httpwwwatlasdermatologicocombrimgimageId565.jpg
pityriasis rubra pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5815,httpwwwatlasdermatologicocombrimgimageId5815.jpg
neurofibromatosis,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4779,httpwwwatlasdermatologicocombrimgimageId4779.jpg
porokeratosis actinic,benign epidermal,benign,http://atlasdermatologico.com.br/img?imageId=5955,httpwwwatlasdermatologicocombrimgimageId5955.jpg
photodermatoses,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=5895,httpwwwatlasdermatologicocombrimgimageId5895.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3863,httpwwwatlasdermatologicocombrimgimageId3863.jpg
lichen planus,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3801,httpwwwatlasdermatologicocombrimgimageId3801.jpg
seborrheic dermatitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6729,httpwwwatlasdermatologicocombrimgimageId6729.jpg
actinic keratosis,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=3080,httpwwwatlasdermatologicocombrimgimageId3080.jpg
rhinophyma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6483,httpwwwatlasdermatologicocombrimgimageId6483.jpg
tungiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=7653,httpwwwatlasdermatologicocombrimgimageId7653.jpg
ichthyosis vulgaris,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=2755,httpwwwatlasdermatologicocombrimgimageId2755.jpg
basal cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=642,httpwwwatlasdermatologicocombrimgimageId642.jpg
folliculitis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1674,httpwwwatlasdermatologicocombrimgimageId1674.jpg
myiasis,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=4638,httpwwwatlasdermatologicocombrimgimageId4638.jpg
rhinophyma,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=6492,httpwwwatlasdermatologicocombrimgimageId6492.jpg
squamous cell carcinoma,malignant epidermal,malignant,http://atlasdermatologico.com.br/img?imageId=2979,httpwwwatlasdermatologicocombrimgimageId2979.jpg
ehlers danlos syndrome,genodermatoses,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=1635,httpwwwatlasdermatologicocombrimgimageId1635.jpg
keratosis pilaris,inflammatory,non-neoplastic,http://atlasdermatologico.com.br/img?imageId=3053,httpwwwatlasdermatologicocombrimgimageId3053.jpg
